Pays,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,FIN,FIN,FIN,FIN,FIN,FIN,FIN,FIN,FIN,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,USA,USA,USA,USA,USA,USA,USA,USA,USA
Variables,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100
2007-04-01,65.0605339666667,4.32562083333333,201.293,62.2462715666667,69.491,94.538,363.04,0.2282,0.345,59.843176811027,5.14603498053961,43.01856,56.7636259988654,39.8817423,18.7356593,81.8482896,0.1942,0.386,53.7179309668126,7.96027306811926,47.793,49.4418369753105,71.265,21.988,96.103,0.1435,0.44,67.4,6.1,228.67875,63.2666666666667,147.85175,101.11075,430.56575,0.1746,0.4765,67.6,3.65098286702662,76.506037977,65.1586285389102,84.858834614,39.455203771,148.112400204,0.1779,0.3941,59.1697982793631,8.7234394499786,372.28956,54.0081567537884,284.47816,139.66036,700.84443,0.2421,0.3214,65.827362466215,3.74467061492433,218.2824,63.3623445673629,231.8146,102.4379,465.8572,0.21,0.3308,58.4723339865939,7.96425301651552,170.455,53.8154493632395,75.24,72.18,276.485,0.2584,0.2877,61.0768787454239,6.78226289517779,24.107,56.9344842607403,19.905,11.757,48.987,0.1899,0.4025,56.2257190974961,7.79239131318633,279.206,51.8443910467663,142.89,123.051,520.316,0.26,0.298,62.4664105253402,5.27998381332592,303.187,59.1681941608365,134.284,86.708,471.92,0.2499,0.3221,52.8993733146428,8.49487548984931,40.957112904,48.4056374166533,13.660579992,16.553506324,63.354664064,0.2151,0.3302,66.7812478216518,5.07441199065078,22.445683989,63.3924921746837,43.26937556,14.33293178,52.586209667,0.1982,0.3661,48.5887101169259,5.87195461173842,267.1188,45.7356031124308,119.1368,97.1894,448.7456,0.1904,0.3537,60.5306001117794,3.76666666666667,73101.55,58.248417244498,20911.75,34820.95,131916.725,0.1952,0.3045,55.1136192502474,3.90266288113993,3.107064,52.9627204893152,16.867702,1.855983,10.178355,0.202,0.3539,64.4677801396335,4.18050632055118,77.790351687,61.7727005161771,110.944883269,34.901795303,165.363476126,0.2244,0.3065,72.3506204246844,2.50364240122978,300.352,70.5392196141792,317.535,185.391,777.821,0.203,0.3934,68.5,3.6,27.78,66.0,13.43,11.346,47.913,0.1912,0.4463,62.0434348929229,8.0866291755129,31.053742,57.0262123853814,13.963216,10.124131,48.077338,0.2348,0.3054,63.540547373492,6.18337474717931,440.686,59.61159721298,451.047,248.711,1029.386,0.2581,0.3265,45.6592593919054,8.87710284253239,158.205707048372,41.6060399785473,58.5666164395853,71.3164394929625,259.632375761796,0.212,0.3421,65.9666666666667,4.5,10582.839,63.0,1788.421,3330.168,15582.085,0.2336,0.3348
2007-07-01,65.2343858333334,4.25345853333333,204.747,62.4596712333333,70.225,94.385,367.054,0.2282,0.345,60.247928111179,4.96136785510243,42.9076835,57.2588067725057,40.4081125,18.7214612,82.2236391,0.1942,0.386,53.169235598678,7.04943958387351,48.048,49.4211024579418,71.562,22.433,96.845,0.1435,0.44,67.4666666666667,5.93333333333333,230.8065,63.4333333333333,145.30975,101.53025,432.3735,0.1746,0.4765,,,77.127920476,,89.408098842,39.100369035,149.502915447,0.1779,0.3941,59.2552049693132,8.52883118622178,373.17116,54.2014285684307,290.54827,140.38735,704.40006,0.2421,0.3214,65.3927605287784,3.90906518242825,220.4908,62.8365148951192,234.9492,100.4757,470.234,0.21,0.3308,58.7044186942934,8.2935367500048,171.541,53.8357461560055,76.537,72.057,278.605,0.2584,0.2877,61.3648555474682,6.83758704525269,24.486,57.1689801342165,20.99,11.675,49.407,0.1899,0.4025,56.3837761127356,7.62753860569109,281.624,52.0830818223903,143.064,124.529,522.034,0.26,0.298,62.5374045771345,5.2515088964808,304.768,59.2532472121381,135.429,83.191,475.53,0.2499,0.3221,52.9526054081708,8.31642008863934,41.217014199,48.5488442945478,14.489226582,17.237206992,62.959892626,0.2151,0.3302,66.5917049601103,4.91472528204999,22.621421253,63.3189056006877,43.195352122,13.437558403,51.378611919,0.1982,0.3661,48.9867408616769,6.14079094807738,266.7633,45.9785675130849,120.9202,97.1834,449.5774,0.1904,0.3537,60.342857737882,3.73333333333333,72390.05,58.0862858520125,21432.825,33969.725,131219.15,0.1952,0.3045,56.0988080348017,4.03840079588862,3.115567,53.8333133246402,17.597449,1.795441,10.209928,0.202,0.3539,64.6696171486999,4.08782190135176,78.381891687,62.026038375375,112.805243269,35.567575303,167.211416126,0.2244,0.3065,72.657446910321,2.43001558921177,304.478,70.891859623677,323.767,191.559,787.802,0.203,0.3934,68.2,3.6,27.952,65.7,13.623,11.783,48.445,0.1912,0.4463,62.426961027874,7.91775627203963,31.108063,57.4841464056458,14.046197,10.133709,48.176377,0.2348,0.3054,63.7767329048202,6.00595133654434,448.899,59.9463333625188,456.201,248.863,1037.255,0.2581,0.3265,45.5674182666185,8.82824425002651,159.852643598495,41.5446152836102,55.9379363571721,72.3859413906982,261.154845991542,0.212,0.3421,65.9333333333333,4.66666666666667,10642.483,62.8333333333333,1842.129,3316.244,15666.738,0.2336,0.3348
2007-10-01,65.4033407,4.3540211,207.233,62.5556269,70.235,96.777,368.879,0.2282,0.345,60.0790169984945,4.50433653029952,43.2254613,57.3728558887865,41.5775036,18.7693383,82.9046221,0.1942,0.386,53.7596594862921,6.97689765020587,48.243,50.0089030668343,71.694,22.819,97.238,0.1435,0.44,67.6333333333334,5.93333333333333,235.073,63.6,141.84525,102.74525,432.86475,0.1746,0.4765,,,77.365908211,,82.380503634,39.443135625,151.11812976,0.1779,0.3941,59.2305353194292,8.2948511797682,373.21126,54.3174505617025,292.78462,143.56799,709.09054,0.2421,0.3214,65.2555996478546,3.47393132920723,223.9881,62.9886649276257,240.9952,101.0492,474.9645,0.21,0.3308,58.8155142025641,8.62666867264561,173.058,53.7416946641961,76.247,72.356,280.396,0.2584,0.2877,61.4426083842121,6.61802825434696,24.405,57.3763192011372,20.061,11.6,50.245,0.1899,0.4025,56.2899109725521,7.11495546353596,282.439,52.284908876391,142.931,125.096,523.194,0.26,0.298,62.6064265731333,5.03490374804502,304.521,59.4542532550855,138.038,88.022,477.958,0.2499,0.3221,52.9337220454142,8.05390498405853,42.078789043,48.6704903673509,14.80628532,14.244283066,62.647689143,0.2151,0.3302,66.544274713225,5.07683761692225,22.791273394,63.1659299426759,44.844047311,12.755927366,53.984315669,0.1982,0.3661,48.9700661877231,6.29244949569957,266.1541,45.88864950485,119.9046,95.7697,448.148,0.1904,0.3537,60.4950108471916,3.83333333333333,72500.65,58.1644635813435,22040.975,33485.925,131747.05,0.1952,0.3045,56.581260426859,3.7872278597908,3.160436,54.4383991685522,17.834834,1.566113,10.227876,0.202,0.3539,64.856955048618,3.91239378434179,79.065071687,62.3194955705826,114.653113269,45.712335303,169.473826126,0.2244,0.3065,73.3293100115385,2.40672420343577,307.192,71.5644757592784,326.409,197.042,796.374,0.203,0.3934,68.4,3.4,28.048,66.1,14.129,12.065,48.665,0.1912,0.4463,62.1935062824593,7.72531762133322,31.563418,57.3888603822955,14.169092,10.478506,48.715109,0.2348,0.3054,63.8130178798577,5.98047381885407,453.907,59.9966970525321,465.187,257.122,1048.899,0.2581,0.3265,45.1951775726571,9.1234608562317,165.621011428419,41.0718132379113,59.8207014283924,75.7909385950675,270.119244983272,0.212,0.3421,65.9333333333333,4.8,10672.794,62.7666666666667,1897.391,3297.634,15761.967,0.2336,0.3348
2008-01-01,65.4022594,4.0871242,208.174,62.7291498666667,72.262,99.2,373.073,0.2297,0.3474,60.1896917110082,4.20468966943305,43.6937182,57.6589019615718,42.1530378,19.3516567,83.3015187,0.1949,0.3697,53.9691307192242,6.96288710495153,48.663,50.2113210757209,73.088,22.973,97.658,0.1431,0.436,67.6666666666667,5.96666666666667,237.06625,63.6333333333333,139.78075,105.0965,433.1965,0.1712,0.4889,,,77.447812425,,87.153121874,39.304735659,152.428058079,0.1881,0.3778,59.1793659441376,7.80698731456953,371.52812,54.5592403520361,296.28982,145.12802,713.57324,0.2322,0.3311,64.8215908435897,3.46593677260211,224.6382,62.574915489956,246.8031,103.7731,474.7671,0.2194,0.3154,59.0934724749988,9.24095665946794,172.976,53.6326702950096,76.914,71.446,281.001,0.3065,0.2784,61.4715046490609,6.2856215256126,24.986,57.6076385207216,21.315,11.866,49.779,0.1927,0.3929,56.261913165242,6.86688558302266,281.263,52.3984719613653,146.97,126.769,525.541,0.2529,0.2945,62.7123114931317,5.11495526997098,307.444,59.5046048114931,137.472,83.549,480.523,0.2497,0.3129,52.9521364967194,7.87012109651589,42.546737475,48.7847392312352,14.512257204,14.946615,63.03084091,0.2133,0.3335,66.4058254803802,5.40648064604163,22.998147053,62.8156073779392,41.92213101,14.676986933,51.882320838,0.1993,0.3634,49.1150056018847,6.57518007025455,265.9536,45.8856055420451,121.3451,97.2257,452.898,0.2036,0.3296,60.264238843045,3.9,72827.4,57.9137448460589,22591.2,33645.25,132219.15,0.2033,0.2873,55.2545059882781,4.29481419658094,3.120724,52.8814276208429,18.309955,1.862898,10.187049,0.2137,0.32,65.0478210014554,3.77565312801064,78.586461687,62.5918409131112,114.646053269,35.881405303,170.028906126,0.2249,0.3031,73.7477908030544,2.42424603868646,311.268,71.9599629058925,332.98,190.095,786.369,0.2039,0.3796,68.4,3.8,28.436,65.8,13.964,11.749,48.414,0.1937,0.4385,62.0984892399946,7.34556222888122,31.656583,57.5370060696757,14.601599,10.452295,48.718847,0.2492,0.2805,63.9389930361997,5.91746778779531,449.56,60.1554237194419,474.336,256.616,1040.904,0.259,0.3311,45.6991887472717,9.16301548812983,167.014036965974,41.5117650044095,68.491919348336,78.0706535081888,275.80928556115,0.214,0.3433,66.1,5.0,10644.429,62.8,1913.508,3254.287,15671.383,0.239,0.3101
2008-04-01,65.5346777333333,4.2593705,207.436,62.7433158333333,73.422,101.76,373.962,0.2297,0.3474,60.1452756274229,3.80871669273108,43.348721,57.8545124747121,41.85338,19.8039634,84.1198296,0.1949,0.3697,53.3447928106085,6.6329490782114,48.781,49.8064598676034,75.266,22.988,97.72,0.1431,0.436,67.5666666666667,6.0,237.5525,63.5,141.03475,104.44325,434.76325,0.1712,0.4889,68.2,3.35055080678338,77.751394491,65.9030342699518,89.806353073,40.083740695,153.736323938,0.1881,0.3778,59.0434476777319,7.76927624285052,372.28956,54.456199124346,295.04742,142.32602,711.75753,0.2322,0.3311,65.2806289544226,3.51151571040593,225.2749,62.9882894128363,248.6094,100.1096,470.3865,0.2194,0.3154,59.2912817260894,10.3359833802958,171.418,53.1629447009164,75.556,70.644,281.308,0.3065,0.2784,61.5878860521277,6.42746282733595,24.918,57.6293475699851,22.805,11.802,50.002,0.1927,0.3929,56.3405561372087,6.95524965299862,281.405,52.421929801978,144.281,125.681,523.105,0.2529,0.2945,62.7878817067631,5.26252443606563,305.074,59.4836540890567,137.443,84.662,477.834,0.2497,0.3129,52.9911135415565,7.61084221088073,42.686641076,48.95804350412,15.075387803,14.384611854,62.627609625,0.2133,0.3335,66.0778527557182,6.11173766228931,22.592914757,62.0393477424149,41.981094832,11.940482796,50.700065816,0.1993,0.3634,49.3282757160336,6.89285661318406,264.4071,45.9281484011714,118.7929,95.7113,448.7351,0.2036,0.3296,60.4026255573541,3.96666666666667,71999.15,58.0133606162735,22153.2,33268.5,131474.825,0.2033,0.2873,56.7845227184007,5.08604164949921,3.190069,53.8964382424735,18.462972,1.841272,10.122555,0.2137,0.32,65.3640214708681,3.66084728792726,79.093901687,62.9711444635716,115.501323269,36.847445303,170.866446126,0.2249,0.3031,73.9572976646584,2.50831468996289,311.671,72.1022159030362,330.203,187.391,786.761,0.2039,0.3796,68.3,3.8,27.953,65.7,13.679,11.845,47.673,0.1937,0.4385,62.2321245718676,7.41755107390136,31.537155,57.6160249473754,14.198812,10.444096,48.478855,0.2492,0.2805,64.10557903777,6.11819748708994,449.855,60.1834731119966,468.466,251.832,1040.118,0.259,0.3311,46.1198447949114,8.92991233535205,159.750442254798,42.0013830855254,61.0294196590558,71.8720248900256,266.021921195508,0.214,0.3433,66.0333333333333,5.33333333333333,10661.689,62.5333333333333,1974.664,3244.464,15752.308,0.239,0.3101
2008-07-01,65.5238628666667,4.18284186666667,206.924,62.7831058333333,73.256,102.301,376.755,0.2297,0.3474,60.0552150541225,4.07880141710204,43.1252937,57.6056820914512,41.3720684,18.8296624,83.625912,0.1949,0.3697,54.0930269630472,7.53519086190768,48.64,50.0170141383984,74.752,22.498,97.149,0.1431,0.436,67.4333333333333,6.1,237.77325,63.3333333333333,139.90675,103.54325,438.3285,0.1712,0.4889,,,78.107052225,,93.265649818,39.492509585,154.343327739,0.1881,0.3778,59.4232997739881,7.28311718630988,372.57008,55.0954312154763,292.88216,142.47748,707.29394,0.2322,0.3311,65.1039860455508,3.67765270738744,222.1052,62.7096875401294,244.6936,100.0362,467.6388,0.2194,0.3154,59.4033751189417,11.5350274893149,168.872,52.5511794693909,76.43,68.537,280.79,0.3065,0.2784,61.3519172803251,6.27790993937912,24.694,57.5002991673839,21.78,11.864,49.792,0.1927,0.3929,56.3616259049912,7.06548262464368,281.301,52.3794050197074,142.624,124.432,521.458,0.2529,0.2945,62.7339887432661,5.8054390551698,300.118,59.0920052598987,137.846,80.011,470.368,0.2497,0.3129,52.8995184576029,7.61854625744939,42.558707152,48.8693441739425,15.578951894,13.419626113,62.566558264,0.2133,0.3335,65.9500431211493,7.28627109699792,22.63493283,61.1447441907553,41.913585774,11.930656423,50.853082605,0.1993,0.3634,49.1486888172111,6.66589015946397,262.8381,45.872491205839,114.5768,93.7488,443.423,0.2036,0.3296,60.1245187144036,4.0,71781.575,57.7396168536284,22177.1,33028.45,129855.725,0.2033,0.2873,56.2256903250452,5.53680721767454,3.169578,53.1125822449407,18.398404,2.109003,10.033306,0.2137,0.32,65.3024036329393,3.55395985601803,79.015871687,62.9815824228098,114.881093269,36.987215303,170.657736126,0.2249,0.3031,73.8890890662569,2.48053046479046,306.092,72.0562477018122,315.748,192.81,785.323,0.2039,0.3796,68.4,4.1,27.968,65.6,13.244,11.05,47.683,0.1937,0.4385,62.0325824692402,7.70940548334195,31.566532,57.250239154898,13.976029,10.162497,48.438845,0.2492,0.2805,63.9136877484359,6.1998046862211,446.647,59.9511639402716,464.731,248.777,1034.977,0.259,0.3311,46.3306348666275,9.50431473864506,160.021405817095,41.9272255084908,58.612977268839,68.4646227966626,261.188648785233,0.214,0.3433,66.0666666666667,6.0,10581.856,62.0333333333333,1961.163,3182.549,15667.032,0.239,0.3101
2008-10-01,65.4025221666666,4.44128066666667,206.788,62.4978318333333,72.379,100.891,375.062,0.2297,0.3474,60.3009447026753,4.41579734214606,43.2632139,57.6381771892056,38.9266407,18.803522,81.7261322,0.1949,0.3697,53.3057702493528,6.76237862252966,48.168,49.7010322374358,67.121,22.123,95.042,0.1431,0.436,67.4666666666667,6.56666666666667,234.9915,63.1,133.51025,99.2715,433.246,0.1712,0.4889,,,78.182495344,,81.192278163,38.377482443,150.015844696,0.1881,0.3778,59.3019772517011,7.24232421934602,372.77044,55.0071357906501,275.9503,140.59938,695.94572,0.2322,0.3311,65.1291360075026,4.07060984424424,213.9059,62.4779829857099,239.0123,95.96065,456.5956,0.2194,0.3154,59.68493098434,13.8617507083298,166.082,51.4115546408521,70.963,65.332,276.258,0.3065,0.2784,61.5014856949935,6.48637627279293,24.424,57.5122679194583,19.305,11.08,48.776,0.1927,0.3929,56.500405139032,7.3641929001271,280.38,52.3396063152404,135.779,120.559,514.15,0.2529,0.2945,62.8143302170188,6.27168076830106,295.118,58.8748159490609,132.619,79.206,460.676,0.2497,0.3129,53.0589670857094,7.93841305582845,42.506950436,48.8469271152897,13.319859213,14.336750149,61.69249395,0.2133,0.3335,65.3419563503288,8.30148793859865,22.483812307,59.9176017250619,42.349533809,10.510382368,48.428603031,0.1993,0.3634,48.8151289345391,6.75762644275739,260.8949,45.5163848735926,107.2372,88.8892,432.3401,0.2036,0.3296,60.1509245305288,4.06666666666667,70675.35,57.7214504780805,19364.8,32269.025,126609.525,0.2033,0.2873,55.7567999849503,5.32256503500939,3.153942,52.7891080443112,16.569122,1.983983,9.714034,0.2137,0.32,65.5087905039626,3.62827784621045,78.904801687,63.1319495707869,110.577183269,37.425755303,169.531496126,0.2249,0.3031,73.5173097148492,2.78139265855954,303.057,71.4725046596699,316.942,189.489,787.784,0.2039,0.3796,68.9,4.4,27.979,65.9,13.237,10.545,47.674,0.1937,0.4385,61.7842027285812,7.73485463508167,31.426955,57.0052844600812,13.060985,9.988448,47.813133,0.2492,0.2805,63.7813774653057,6.70452457889618,442.091,59.5051393363857,433.79,248.716,998.276,0.259,0.3311,46.6090403259159,11.2082733705867,157.854935425845,41.3849716707803,55.8828080742651,63.129401507755,254.554374697819,0.214,0.3433,65.9,6.86666666666667,10483.376,61.3666666666667,1852.397,3011.539,15328.027,0.239,0.3101
2009-01-01,65.6248031666667,5.30974453333333,207.692,62.1400892333333,74.552,97.736,378.86,0.2309,0.3351,60.2492840545955,4.68465765177554,43.2493337,57.4268113589919,34.8866843,18.421414,80.2811895,0.1857,0.3812,53.6555062694504,7.81442619912623,48.014,49.4626363302566,62.633,21.436,94.117,0.1425,0.4241,67.3,7.83333333333333,234.2055,62.0666666666667,122.01225,89.27175,423.456,0.1627,0.506,,,78.621762411,,76.246429759,36.377396461,147.673263562,0.1885,0.3769,59.2839274791634,7.63341286493158,375.82621,54.7585405321322,244.31227,129.41793,663.41434,0.2324,0.3143,64.9934558042717,5.28238709566412,212.2452,61.5602498818407,227.8348,94.5461,450.0962,0.2199,0.3031,59.7686232748499,16.7136117401371,164.332,49.7791276382663,64.068,60.234,269.06,0.2364,0.3025,60.9085549505206,7.17191703477349,23.944,56.5402439223898,16.661,10.547,45.595,0.1974,0.3793,56.5763925927372,8.22583493777825,280.278,51.9225119243093,126.725,115.558,505.61,0.2568,0.284,62.8158752074074,7.00175744176968,292.462,58.41765999046,124.64,74.151,452.896,0.2502,0.2933,53.3140904019555,8.89902442766418,40.237024113,48.5696564736985,12.445359375,12.50356979,58.76346968,0.2175,0.3169,64.7721396700088,11.1747969760163,21.792228895,57.5339845648637,44.353025559,10.720564062,48.394057373,0.1971,0.369,48.6529968822247,7.36304479455873,259.0098,45.0706549278912,94.9726,85.9346,420.34,0.2035,0.3243,60.1394847740026,4.56666666666667,70331.35,57.403955991102,14427.7,30737.3,120515.925,0.2025,0.3011,58.3257839264773,5.76216991719121,3.182104,54.9649531510999,16.047306,1.779324,9.578566,0.2281,0.32,65.7312459670686,3.84466950547066,77.663456794,63.2040967978068,101.612978067,33.956794014,163.439143106,0.2254,0.2998,73.2565462447895,2.97031577748969,300.571,71.0805954936365,319.5,179.789,781.278,0.2242,0.3297,67.9,5.0,27.343,64.5,13.487,10.08,47.337,0.1978,0.4275,61.6212161755594,8.54547120422636,30.770286,56.3553928915829,12.000707,9.4455,46.609834,0.2469,0.2817,63.451672394329,7.44356705413342,446.621,58.728604612688,399.805,223.139,983.658,0.2732,0.2993,46.3934037772372,12.4692059783386,151.993,40.6085146998911,58.254325484,51.738163792,240.136,0.2114,0.3485,65.7,8.26666666666667,10459.698,60.2666666666667,1702.73,2820.754,15155.94,0.24,0.3171
2009-04-01,65.4967185333333,5.73001733333333,210.905,61.7438331333333,72.838,97.17,381.015,0.2309,0.3351,60.4496479704976,5.34957238048434,44.0124136,57.2158502985678,34.4386616,18.162882,79.6253557,0.1857,0.3812,53.3031786406825,7.8294119627847,48.516,49.1298531956444,62.804,21.225,94.162,0.1425,0.4241,67.2,8.53333333333333,235.99325,61.4666666666667,117.06625,88.8465,418.835,0.1627,0.506,68.2,4.1157440690151,78.73728191,65.4290138124511,78.894265914,36.280881947,148.551673073,0.1885,0.3769,59.337526931593,7.79874096740458,374.14302,54.7099469097342,242.11125,129.09987,664.4735,0.2324,0.3143,64.8434252263173,6.60591847458388,214.6308,60.559921419739,220.4802,84.68712,441.3718,0.2199,0.3031,59.509636588123,17.6949091515414,163.023,48.9794604574422,65.584,56.205,269.031,0.2364,0.3025,60.6588727646639,8.43242331393904,23.873,55.5438598356838,16.092,10.104,45.342,0.1974,0.3793,56.7568551001617,8.80412281441764,282.024,51.7599118715424,126.275,112.936,505.111,0.2568,0.284,62.5763030518451,7.70954930965586,291.447,57.7519521119034,123.437,71.289,452.036,0.2502,0.2933,53.3817712636902,9.28134214519019,42.272170409,48.4272264295443,12.072607556,12.379415484,60.39523833,0.2175,0.3169,64.4090840068236,12.4443603516254,21.681712969,56.3937854938334,43.556695903,10.320585453,48.194331383,0.1971,0.369,48.4772207001446,7.47696333880115,258.8669,44.852596680725,92.9546,84.94,419.047,0.2035,0.3243,59.9284912284522,5.1,70965.25,56.866868972148,15744.425,30140.425,122903.725,0.2025,0.3011,58.407144035181,5.10039912256895,3.181032,55.428146573293,15.428656,1.651517,9.409797,0.2281,0.32,65.5479326341116,4.18205615240425,77.288826794,62.8066812846129,102.510658067,33.305744014,163.443243106,0.2254,0.2998,73.0395316522696,3.09395448809932,306.667,70.7797217846276,305.113,175.324,774.406,0.2242,0.3297,68.3,5.8,27.913,64.3,13.814,10.05,47.938,0.1978,0.4275,61.4180136582057,9.25369531184663,30.586133,55.734577807687,12.25666,9.506404,46.651521,0.2469,0.2817,63.4718788970673,8.22742223130813,450.902,58.249779422061,386.269,218.673,984.192,0.2732,0.2993,46.7868658937197,13.2897241363384,155.217,40.5690204844057,55.859915368,56.536346132,249.759,0.2114,0.3485,65.7,9.3,10417.334,59.6,1707.886,2752.566,15134.117,0.24,0.3171
2009-07-01,65.3104658,5.6788824,211.811,61.6015642666667,74.093,97.63,382.135,0.2309,0.3351,60.5603200972852,5.74145587481304,43.973169,57.083276041254,35.4172284,17.8880455,80.0136108,0.1857,0.3812,53.3497378193996,7.9946149190102,49.172,49.084631720437,65.269,20.819,95.352,0.1425,0.4241,66.9666666666666,8.6,238.253,61.2333333333333,120.19725,91.63225,420.7195,0.1627,0.506,,,79.190217299,,81.754100728,36.735412718,150.25115166,0.1885,0.3769,59.2241607065332,7.9849774803597,370.41602,54.4951248111845,250.41831,129.66025,668.10489,0.2324,0.3143,64.3339699192656,6.59676126002207,215.0062,60.0900115145973,221.1504,88.71754,442.8979,0.2199,0.3031,59.3181317090693,18.2085933331034,163.819,48.5171343333702,68.645,56.229,269.599,0.2364,0.3025,60.1867200192081,8.51525850676004,24.025,55.0616652228327,16.559,10.072,45.888,0.1974,0.3793,56.4827494558274,8.81008949747803,282.068,51.5065686781327,127.197,111.827,505.898,0.2568,0.284,62.500210545215,7.72734772653201,294.212,57.6706019465716,124.703,72.199,452.595,0.2502,0.2933,53.56772868733,9.87250530455184,42.808469284,48.2792518311455,11.793442866,12.156789737,59.957108991,0.2175,0.3169,63.8146008789402,13.2440734633087,21.516824248,55.3629482582162,43.291008092,9.927124588,47.917460659,0.1971,0.369,48.4516394116841,7.9713148608927,259.6245,44.5894066789144,95.3984,83.121,421.08,0.2035,0.3243,59.969962285431,5.43333333333333,71484.8,56.7477477477478,17274.4,29207.05,122864.05,0.2025,0.3011,57.8088767708446,4.38543102979249,3.215629,55.2737083509615,15.823414,1.649913,9.569034,0.2281,0.32,65.4105243436433,4.53294770062432,77.360056794,62.4454994844418,104.857038067,33.438364014,164.098173106,0.2254,0.2998,72.2749976382726,3.19793906585869,310.34,69.9636872539499,313.033,170.524,774.905,0.2242,0.3297,67.7,6.2,28.097,63.5,14.002,9.746,48.246,0.1978,0.4275,61.1100088960408,9.91361171906725,30.772489,55.0517998925999,13.008976,9.707536,47.063092,0.2469,0.2817,63.0995958110929,8.7373779316674,453.299,57.5863456517231,396.059,216.5,983.71,0.2732,0.2993,47.3984661463392,12.6685812546306,155.285,41.3937529491416,60.933898911,55.974260355,255.742,0.2114,0.3485,65.3333333333333,9.63333333333334,10489.202,59.0333333333333,1769.969,2762.704,15189.222,0.24,0.3171
