Pays,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,FIN,FIN,FIN,FIN,FIN,FIN,FIN,FIN,FIN,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,USA,USA,USA,USA,USA,USA,USA,USA,USA
Variables,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100
2015-01-01,64.8279136,6.18313276666667,245.966,60.8195743333333,99.415,113.68,443.548,0.2362,0.326,60.5712627338529,5.55379655310933,45.2713647,57.2072580319654,45.6985835,19.1583988,85.7244972,0.2034,0.3585,53.7140304639048,8.62712260158725,53.052,49.0800552015298,80.064,25.45,103.446,0.1319,0.4553,65.7666666666667,6.73333333333333,272.98725,61.3666666666667,153.4085,113.279,484.06875,0.1579,0.5171,68.1159184746907,4.41128284324236,87.406944638,65.1111326494998,103.197751771,42.019830524,167.365490258,0.1878,0.3731,60.0481323820488,4.72450328948203,397.00541,57.2111563923864,349.0129,149.73237,749.1878,0.2288,0.3208,61.4160366402126,6.34168792614459,221.3666,57.5212232598837,268.4787,92.52311,479.9977,0.2139,0.3132,58.8402377947017,23.0786114690098,155.754,45.2607279266211,89.09,47.597,265.386,0.225,0.3255,58.9321352591598,9.1031384549568,25.83,53.5674613920561,17.902,10.145,46.721,0.1935,0.3986,55.9923674795975,10.3217366392187,295.262,50.2129827702899,165.051,118.187,542.383,0.2323,0.325,62.7708565677311,5.43357178529861,321.938,59.3601570158766,145.684,87.958,506.314,0.2495,0.3005,51.7465896522664,25.6841082629546,30.507764543,38.4559395435915,14.072360565,4.823150923,44.297370397,0.2184,0.3192,61.7278660134873,10.527310117544,22.108026578,55.2295821293055,75.693379478,13.357552739,67.124213377,0.1861,0.3794,48.9735896146754,12.2067334495087,249.2544,42.9955140697558,122.3996,69.2995,411.3497,0.1823,0.366,59.6493267645556,3.5,74996.225,57.5687522517113,23826.575,33587.05,134383.9,0.1883,0.3181,60.7602241750166,7.30958339786512,3.624684,56.318904916214,24.507339,2.368859,11.548907,0.2037,0.3466,64.4417761048676,7.04632013487934,77.384220885,59.9010022599164,144.934678955,23.80304212,171.828822562,0.2102,0.3059,64.8892788022522,4.10667809216371,361.327,62.224485005517,326.558,197.357,843.99,0.207,0.3345,69.4,5.5,33.126,65.6,16.666,13.449,55.424,0.1949,0.4344,58.5991795256386,13.1665796169939,29.401185,50.8836718984902,17.889109,7.013556,45.517219,0.2354,0.2892,64.7409326036988,7.71387119487054,519.56,59.7469004522915,501.47,272.516,1142.629,0.2646,0.2982,51.0414457872193,10.2726026256617,230.793,45.7981608871058,89.556012623,108.797,375.634,0.2158,0.3413,62.7333333333333,5.53333333333333,11798.276,59.2333333333333,2382.045,3536.69,17305.752,0.2384,0.3209
2015-04-01,64.8182045,6.01630853333333,247.466,60.9185541,96.091,112.455,444.321,0.2362,0.326,60.6259371610983,5.85819464532678,45.1027066,57.0743517566477,45.8177385,19.5251333,85.8462636,0.2034,0.3585,53.0975333036908,8.66584497502651,53.442,48.4961833820299,80.798,22.898,104.141,0.1319,0.4553,65.8333333333333,6.83333333333333,274.45425,61.3333333333333,155.4965,110.1575,482.75125,0.1579,0.5171,67.9632149641501,4.73768269866655,88.056693069,64.743333487336,100.653107837,42.74540975,168.526284105,0.1878,0.3731,60.0995850182892,4.70591155856303,399.69033,57.2713517002651,355.82843,149.56575,754.5591,0.2288,0.3208,61.401876681645,6.36123730814612,223.4011,57.4959575942703,270.2177,95.25535,482.243,0.2139,0.3132,59.003916510923,22.4817186754474,156.706,45.7388219934414,89.534,48.671,268.233,0.225,0.3255,58.8610961777014,9.4257032348438,25.929,53.3130239312153,18.657,10.139,47.223,0.1935,0.3986,56.0282422902804,10.4719586796488,296.095,50.1609879087087,166.55,117.186,542.259,0.2323,0.325,62.6103706277237,5.51177704621836,325.47,59.1594265909126,150.53,88.316,510.095,0.2495,0.3005,51.9538103325786,24.9940759279946,30.583133477,38.9684355305676,14.212005412,4.714320321,44.260130365,0.2184,0.3192,61.8236362567256,10.1062497802411,22.302240391,55.5755851533932,76.183748077,14.511244955,65.781083567,0.1861,0.3794,49.0141672169011,12.3135628285517,251.3504,42.9787769417566,123.6566,70.0981,412.9219,0.1823,0.366,59.545593229059,3.36666666666667,75066.975,57.5497463909481,23018.175,33315.55,134527.6,0.1883,0.3181,60.4184262128764,5.39806305381185,3.639308,57.1570014697845,24.179428,2.12721,11.591728,0.2037,0.3466,64.4877009520418,6.90138635777415,77.837090885,60.0371555560953,140.322998955,62.15875212,172.360942562,0.2102,0.3059,65.1614675521769,4.24221261190502,363.479,62.3971795575761,325.88,197.288,848.464,0.207,0.3345,69.1,5.5,33.449,65.2,16.47,13.703,55.945,0.1949,0.4344,58.6483371476657,12.3242042719693,29.772758,51.4203962754741,17.907136,7.110333,45.652696,0.2354,0.2892,64.6933203885166,7.61081562361763,522.132,59.7696310529504,507.251,277.697,1153.763,0.2646,0.2982,51.1059657998248,10.2093946053297,229.3,45.8883560844558,90.555118126,113.689,381.358,0.2158,0.3413,62.8,5.43333333333333,11892.284,59.3666666666667,2388.037,3579.129,17422.845,0.2384,0.3209
2015-07-01,64.9962278666667,6.17167476666667,249.857,60.9848235,101.095,110.361,449.034,0.2362,0.326,60.7641489754089,5.60996564960211,45.3378503,57.3553010906154,46.1884795,19.5588504,86.2899104,0.2034,0.3585,53.1348041749088,8.00845174932131,53.585,48.8795290204648,80.497,23.602,104.34,0.1319,0.4553,65.9333333333333,6.96666666666667,276.52425,61.3666666666667,158.57975,108.7535,484.45875,0.1579,0.5171,68.0014458223887,4.95905041113912,88.774840653,64.629219843753,106.509059103,42.850533402,169.59581665,0.1878,0.3731,60.1087735430831,4.50166750975032,402.5355,57.4028764139847,356.2189,150.70171,757.81215,0.2288,0.3208,61.0985910628596,6.26927472754144,227.0007,57.2681525344719,268.819,95.67066,483.6977,0.2139,0.3132,58.7343872054139,21.6669954643727,158.596,46.0084101935897,91.521,48.726,270.674,0.225,0.3255,59.1279993134086,9.46323938852203,26.109,53.5325751927371,18.177,10.064,47.311,0.1935,0.3986,56.0652949391682,10.3651489798609,297.1,50.254043592725,167.106,118.547,544.168,0.2323,0.325,62.7346571249535,5.27045145642103,329.443,59.4282574748306,147.252,87.302,512.07,0.2495,0.3005,52.0719255496149,24.7464980696541,29.012027778,39.1859474986477,14.031745335,4.685510475,43.5696452,0.2184,0.3192,61.8178965644402,9.65410917367466,22.538494546,55.8499293412398,80.40289121,16.091543035,68.051941195,0.1861,0.3794,48.9180186441042,11.538180370381,252.2819,43.2737694193308,121.286,70.183,413.8649,0.1823,0.366,59.7022013563089,3.36666666666667,75269.75,57.681916426513,23596.575,33631.55,134669.5,0.1883,0.3181,59.7694972617686,7.74062655799574,3.654296,55.1429636831436,23.662752,2.201268,11.478612,0.2037,0.3466,64.3737096598062,6.84426354502834,77.733820885,59.9678033169777,141.977038955,32.90564212,172.951902562,0.2102,0.3059,65.0439772213517,4.38112400545332,365.034,62.1943199212055,341.327,193.106,858.406,0.207,0.3345,68.4,5.7,33.795,64.5,16.91,14.209,56.839,0.1949,0.4344,58.49803654,12.2426671315759,29.905054,51.3363166479001,17.952778,7.004935,45.704634,0.2354,0.2892,64.8356277150764,7.25454290370723,528.629,60.1320992855983,520.041,276.986,1169.45,0.2646,0.2982,51.3725074443335,10.1755937338224,230.851,46.1450497959205,90.168760726,114.093,386.703,0.2158,0.3413,62.5333333333333,5.1,11991.185,59.3,2367.359,3607.061,17486.021,0.2384,0.3209
2015-10-01,65.1765107666667,5.84014476666667,251.074,61.3700994,102.001,109.536,451.623,0.2362,0.326,60.9271007427515,5.86478336431186,45.627973,57.3538582740331,45.7451092,19.9259832,86.3794181,0.2034,0.3585,53.2927214398361,8.62493092433638,53.85,48.6962610279512,82.857,23.738,104.775,0.1319,0.4553,65.9,7.06666666666667,278.6325,61.2333333333333,157.36225,107.88325,484.8215,0.1579,0.5171,68.5075222807867,5.09145572212604,88.835937905,65.0194921175348,110.973976632,42.96691768,170.307736764,0.1878,0.3731,60.4189191649924,4.56492490371144,403.77781,57.6608408774764,354.9765,154.13983,761.36782,0.2288,0.3208,61.3493907396092,6.13872089164416,227.6875,57.5833228733804,269.3686,98.36524,484.7755,0.2139,0.3132,58.7322586824351,20.9983929012456,159.159,46.3994282445214,92.211,49.13,273.297,0.225,0.3255,58.8404658355202,9.50631073340849,26.136,53.2469083162106,18.435,10.536,47.602,0.1935,0.3986,55.9416206756325,10.2574817607164,296.844,50.2034191381804,167.926,119.929,544.707,0.2323,0.325,62.8723060221479,4.98818561856317,329.591,59.7361186950921,149.48,90.254,515.43,0.2495,0.3005,52.2063268320245,24.1669925016351,30.160048024,39.58962774115,14.271685147,4.707810129,43.979197973,0.2184,0.3192,61.9344102836526,9.34286817379556,22.708742196,56.1479599766332,81.116431759,21.465127855,68.804972492,0.1861,0.3794,48.9682609762409,11.5250973409863,253.2456,43.3246212325409,123.5901,70.4602,416.0819,0.1823,0.366,59.7442356583191,3.26666666666667,74777.375,57.8079971181556,23383.475,33762.8,134531.875,0.1883,0.3181,58.9766971022752,6.22268306819039,3.678623,55.306764157514,23.784902,2.073874,11.66425,0.2037,0.3466,64.22827679723,6.69668129464256,77.897980885,59.9271137990786,143.275548955,33.77455212,172.980072562,0.2102,0.3059,64.8161178792223,4.45618891477283,366.359,61.9277892193023,335.772,192.739,850.868,0.207,0.3345,68.4,5.0,34.343,65.0,17.095,13.865,57.401,0.1949,0.4344,58.635827552359,12.0405600772904,29.899919,51.5757455091009,18.058525,7.046836,45.923678,0.2354,0.2892,65.0270286112007,7.1501894952565,533.22,60.3774728423652,526.851,287.518,1178.47,0.2646,0.2982,51.4476101134342,10.2867447900033,236.693,46.1553257605093,88.525896523,118.045,391.215,0.2158,0.3413,62.5666666666667,5.03333333333333,12055.351,59.4333333333333,2363.537,3594.983,17514.062,0.2384,0.3209
2016-01-01,65.0579219,5.77916306666667,253.384,61.2978906333333,104.038,109.957,455.475,0.2342,0.3347,61.0880361744197,5.98445547896427,45.564391,57.432249846588,47.0092215,20.2756314,87.3657592,0.2057,0.3597,52.9171640540014,8.22067699306287,53.972,48.5670149232328,82.308,24.606,104.835,0.1308,0.453,65.8666666666667,7.2,279.002,61.1,160.71175,105.75375,487.48075,0.1538,0.5334,68.6715278472032,4.98450168624703,89.113232461,65.2485943836877,105.053953235,43.712154142,171.069582416,0.188,0.3773,60.9253336255924,4.30877603155332,407.48468,58.300197453189,357.89608,157.29397,767.96882,0.23,0.3243,61.3603249968146,5.99636711039722,229.2231,57.6809346498728,270.635,99.19076,490.3604,0.2137,0.3195,58.738007812568,20.4217859760688,159.821,46.7426575704788,93.272,49.226,275.149,0.2302,0.3241,58.7763285628442,9.06284636220432,26.448,53.4495202078492,18.396,10.705,48.041,0.2016,0.3795,55.9657931345166,10.2578381476669,299.95,50.2249126567198,168.676,121.228,548.486,0.2305,0.325,62.8432718643052,4.98587884836679,334.765,59.7099824648012,149.082,91.096,516.456,0.2563,0.2864,52.2071097685136,23.9616167671415,29.94065791,39.6974422005815,13.965412454,4.584688374,43.778294837,0.2201,0.3193,62.0028723999806,8.96481772087616,23.48347957,56.4444279076149,80.673955806,20.019796379,65.948198854,0.1891,0.3781,49.0904649164832,11.4279391962093,253.7715,43.480436434691,123.0256,72.2106,417.2954,0.1876,0.3607,59.8955550283909,3.23333333333333,74836.65,57.9656642055345,23542.65,33842.575,135490.2,0.1889,0.3147,58.6644237813385,5.96034368736139,3.708905,55.1678225017605,23.741511,2.173252,11.798935,0.2103,0.3529,64.0734036182409,6.46030458311816,78.058670885,59.9340665877319,143.636868955,34.41325212,174.565422562,0.2098,0.318,64.9433187993811,4.69451111849988,367.11,61.8945474776213,340.746,195.656,858.562,0.2019,0.3361,69.0,5.3,34.627,65.3,17.078,14.08,58.043,0.1952,0.4335,58.2416671817858,11.8972017796297,30.264695,51.3125385173484,18.092754,6.965924,46.138044,0.2349,0.2888,64.565196344078,7.20312002963845,536.705,59.9144877540423,520.656,285.225,1178.165,0.2619,0.2994,51.7123215009502,10.017563549835,236.752,46.5320068314975,89.126623148,114.996,392.63,0.2116,0.3427,62.8333333333333,4.9,12148.093,59.7666666666667,2357.895,3624.27,17613.264,0.2377,0.3156
2016-04-01,64.8759951,5.6864334,254.405,61.1868705,105.053,108.873,458.735,0.2342,0.3347,61.2064516797606,6.17017424592484,45.9661868,57.4299069613716,46.6785606,20.3272188,87.2745019,0.2057,0.3597,53.0572146790877,8.22317013131446,54.111,48.6942296490896,86.433,24.34,105.411,0.1308,0.453,65.6666666666667,6.93333333333333,280.328,61.1,154.1495,104.98725,485.08375,0.1538,0.5334,68.4002491582548,4.9443611605739,89.532922243,65.0182938051383,111.75271328,44.05943766,171.855811784,0.188,0.3773,60.8905540199589,4.20460172065406,408.36636,58.3303487379199,362.61738,155.18864,770.99502,0.23,0.3243,61.9124228611226,6.03784780256585,230.1653,58.1742449978871,281.3615,103.2772,496.9932,0.2137,0.3195,58.6162420630019,20.08980855942,161.556,46.8403512478186,94.947,49.567,276.303,0.2302,0.3241,58.5538190907359,8.82433037447367,26.758,53.3868366472977,19.446,11.329,48.453,0.2016,0.3795,55.8683252229143,9.98628434913136,300.775,50.2891554050566,168.363,120.884,547.254,0.2305,0.325,63.0179587178964,4.84802622012837,336.72,59.9628315558631,153.994,91.833,518.794,0.2563,0.2864,52.1876365260852,23.6612959879262,29.942552454,39.8393653785451,13.690751157,4.762260222,43.597108904,0.2201,0.3193,62.3999158258262,8.79299273838333,23.339981529,56.913095758504,81.32197265,24.734186876,67.104747215,0.1891,0.3781,49.5977760294351,11.7360998478868,253.8992,43.7769315122894,124.8137,72.1029,418.1769,0.1876,0.3607,59.9645818700077,3.16666666666667,74383.025,58.0647097664926,23384.075,33816.75,135203.9,0.1889,0.3147,58.7755241889781,6.23489021313369,3.779471,55.1109347836015,24.487595,2.233341,12.061613,0.2103,0.3529,64.1976553014383,6.18881783199432,78.005270885,60.2245793624207,143.615608955,35.61039212,174.971872562,0.2098,0.318,64.4399365968388,4.7181975285427,365.383,61.3995331009323,324.677,201.518,852.876,0.2019,0.3361,70.0,5.1,35.49,66.5,17.39,14.259,58.639,0.1952,0.4335,58.2628391086912,11.2282352488604,30.341715,51.7209504709023,18.380253,7.03798,46.276256,0.2349,0.2888,64.8599162118944,6.94214505642363,533.952,60.3572467449899,517.152,291.804,1177.989,0.2619,0.2994,51.9640779046097,10.2948583090651,240.012,46.6144497127179,88.856842227,115.373,398.248,0.2116,0.3427,62.7666666666667,4.93333333333333,12225.809,59.7,2366.611,3629.02,17668.203,0.2377,0.3156
2016-07-01,64.6954998666667,5.6460307,255.608,61.0427277,106.667,106.522,459.262,0.2342,0.3347,61.3660183442146,6.11216522075402,46.0512905,57.615225913618,47.5840436,20.4464898,87.7424694,0.2057,0.3597,52.8574829283421,7.72107788607993,54.384,48.7763155028234,87.006,26.208,105.596,0.1308,0.453,65.6,6.93333333333333,282.238,61.0333333333333,158.6,105.29125,490.086,0.1538,0.5334,68.530942728527,4.93043006477026,89.736181445,65.1520725245692,111.16337259,43.646400862,172.844552258,0.188,0.3773,61.0909110586007,4.09333754494444,410.41017,58.5902538596904,362.01389,156.67299,772.88639,0.23,0.3243,61.7122951692753,6.00811003115404,229.2121,58.0045525727547,275.8458,103.8986,501.2096,0.2137,0.3195,58.4918002801886,19.3460383155915,162.72,47.1759541865041,95.839,49.452,278.754,0.2302,0.3241,58.6401047151499,8.56523250235684,26.672,53.6174434066718,19.299,11.282,48.754,0.2016,0.3795,55.8330471464456,9.87903136804312,300.718,50.3172829051139,169.976,121.237,548.531,0.2305,0.325,62.9847910594529,4.75581717676033,338.797,59.9893495475009,149.081,93.826,520.379,0.2563,0.2864,52.227448396576,23.3765986310149,30.039042062,40.018447409688,14.280024662,4.568388813,43.839450439,0.2201,0.3193,62.2785575894939,8.12156766081,23.38661911,57.2205623966866,82.776037154,24.164171172,66.786276528,0.1891,0.3781,49.6220265703606,11.855524747911,254.8858,43.7390749298965,125.3049,73.2285,420.3981,0.1876,0.3607,60.225152212095,3.03333333333333,74637.675,58.378865205644,23857.725,33972.55,135461.1,0.1889,0.3147,58.9389848927152,7.0781908690469,3.788476,54.7671710457301,24.8194,2.321683,12.189895,0.2103,0.3529,64.0758896139763,5.85159178843184,78.682450885,60.3264301189602,145.007458955,35.62395212,176.935812562,0.2098,0.318,64.6645995423581,4.73648690557487,366.645,61.6017692524919,328.312,207.4,845.523,0.2019,0.3361,70.1,5.0,36.078,66.6,17.333,14.369,59.026,0.1952,0.4335,58.7362108182744,10.8264940577353,30.502852,52.377138444295,19.140373,7.244857,46.819582,0.2349,0.2888,64.8725748668774,6.90673949900367,539.724,60.391995114526,524.259,289.122,1181.463,0.2619,0.2994,51.880451392637,11.2640060053026,237.004,46.0366342321922,82.363860753,115.189,386.827,0.2116,0.3427,62.8666666666667,4.9,12304.479,59.7666666666667,2406.645,3651.341,17764.388,0.2377,0.3156
2016-10-01,64.6904693666667,5.72596456666667,257.321,60.9861986333333,110.299,109.906,463.867,0.2342,0.3347,61.168118087998,5.78716747183896,46.5863235,57.6282166548734,46.947693,20.4725416,88.6918003,0.2057,0.3597,53.6195451796911,7.16377132932588,54.821,49.7783635751935,88.577,24.512,106.138,0.1308,0.453,65.7666666666667,6.9,284.23,61.2333333333333,160.17525,103.56175,492.83775,0.1538,0.5334,68.6717393022674,4.81284147236633,90.350788053,65.3666773533326,121.025631711,44.129801318,173.442642239,0.188,0.3773,61.1234597605188,3.88121049329167,412.57423,58.7511296264306,365.98975,156.90017,775.83689,0.23,0.3243,61.6216306204926,5.91459126765577,232.6449,57.9769630368259,293.3175,105.6334,504.8208,0.2137,0.3195,58.2177159593754,18.675112685633,163.092,47.3454919009603,97.761,50.452,280.049,0.2302,0.3241,58.46471853537,8.81899409709211,26.654,53.3087184588542,18.879,11.242,48.922,0.2016,0.3795,55.7012673328411,10.0326109052963,303.195,50.1129759120182,171.621,122.506,551.622,0.2305,0.325,62.8954400831319,4.65076088074204,340.596,59.970323559975,157.041,92.814,523.484,0.2563,0.2864,51.9774222239616,23.1552662043722,30.185813898,39.9419117418328,14.505806757,4.90659387,44.015527328,0.2201,0.3193,62.0471989457041,7.62419718443137,23.772347471,57.3165981506672,82.871289386,28.188156481,74.556418708,0.1891,0.3781,49.6968805730938,11.730099305169,255.8485,43.8673871302987,127.2512,74.1331,421.5933,0.1876,0.3607,60.2881956864571,3.0,74848.775,58.4719303512459,24503.575,34228.45,135854.75,0.1889,0.3147,59.2473382768479,5.90225036493177,3.819684,55.7504120371903,25.566358,2.416209,12.352279,0.2103,0.3529,64.0016861853831,5.52773155783606,79.587480885,60.4638447805665,146.902768955,35.76808212,178.427092562,0.2098,0.318,64.0237236759291,4.5666502978341,370.456,61.0999841079978,345.341,205.832,865.562,0.2019,0.3361,70.7,5.3,36.503,67.0,16.917,14.286,59.344,0.1952,0.4335,58.579576031999,10.3146868855424,30.915088,52.53727618542,19.375709,7.6446,47.255929,0.2349,0.2888,65.5632892562351,6.91147352013437,541.016,61.0318998803613,535.275,291.939,1192.319,0.2619,0.2994,52.3015360585636,11.7563487970141,249.516,46.1527850533228,92.208464054,119.091,408.14,0.2116,0.3427,62.7333333333333,4.76666666666667,12379.999,59.7,2397.879,3676.493,17876.179,0.2377,0.3156
2017-01-01,64.7647715666666,5.78686263333333,258.367,61.0168826666667,107.696,110.464,465.152,0.2416,0.3263,61.1473830458978,5.71732548945667,46.8262388,57.651388128879,48.6176583,20.878927,89.3146459,0.2122,0.3606,53.6037979949132,7.63695860183486,54.989,49.5100981330305,90.57,24.983,106.818,0.1358,0.4523,65.8333333333333,6.66666666666667,287.25425,61.4333333333333,161.0335,106.39875,498.1945,0.1538,0.5334,68.5902679461742,4.92066654776734,90.489638735,65.2151695763228,105.588625561,44.892329854,173.759230315,0.1928,0.3754,61.0360837116426,3.89792945767504,413.6061,58.6569402248352,372.72534,158.83505,785.36936,0.2326,0.3278,61.7122434774193,6.12927367899321,234.2742,57.9297311812416,291.2171,102.6179,508.1243,0.2132,0.3199,58.2149761535355,18.1073793812018,164.812,47.6737695647387,99.148,51.812,282.272,0.2266,0.3314,58.585760235453,8.7972155671243,26.834,53.4318446159016,20.307,11.496,49.717,0.1828,0.3961,55.4228107687829,9.62470355084442,304.304,50.088529532742,171.195,125.602,556.05,0.2308,0.3227,62.8982282454694,4.51292681780973,340.956,60.0596772350524,157.53,93.347,526.081,0.2539,0.2939,52.1067108439216,22.3360627878678,30.403789073,40.4681231931306,14.943893593,5.049555752,43.958215848,0.22,0.3196,62.0586353090122,7.33848851518934,23.902100418,57.5044694841771,85.889713003,16.638062183,71.776240833,0.1904,0.3752,49.8187797756578,11.4458639797941,257.4409,44.1165900061428,130.8023,73.8067,423.8798,0.1915,0.3619,60.1849023987689,2.9,75258.825,58.4499009425467,25014.8,34324.8,136860.95,0.1884,0.3249,59.4592079887658,6.09375673143434,3.823195,55.8359084994928,24.090201,2.500862,12.151825,0.216,0.3431,63.9636993316438,5.26909142236445,79.404530885,60.5933935367331,151.039828955,35.74811212,179.332762562,0.2083,0.3247,63.8869912885762,4.39232130815819,374.709,61.0808693570669,342.035,208.261,871.433,0.197,0.3508,70.9,4.9,37.025,67.4,17.072,14.341,59.908,0.1952,0.4333,58.6155010058983,9.6826149829343,30.99247,52.9399877231792,20.20595,7.840072,47.809209,0.2308,0.2952,64.6563480659832,6.81818794975169,549.136,60.2479567333988,526.025,301.328,1198.218,0.2592,0.303,52.6503804131588,11.6872550916587,245.219,46.4969961475442,99.878751085,119.518,413.727,0.2177,0.3454,62.8666666666667,4.56666666666667,12477.261,60.0,2446.019,3735.553,17977.299,0.2365,0.3182
2017-04-01,64.9912265,5.58765723333333,260.261,61.3597370666667,110.217,111.662,468.338,0.2416,0.3263,61.2202103623667,5.45997322120438,46.7410657,57.8776032706164,49.559585,21.113401,89.7955564,0.2122,0.3606,53.7514785142145,7.28444564298098,55.396,49.835981279548,90.406,25.319,107.072,0.1358,0.4523,65.8,6.5,290.949,61.5,162.35325,107.331,503.29125,0.1538,0.5334,68.376270214018,4.70675600399649,90.629932678,65.1579660104109,112.905024881,45.275025302,174.229632733,0.1928,0.3754,61.1499782106638,3.76519179359457,415.40942,58.847564249291,379.32789,161.30383,790.51387,0.2326,0.3278,61.7700845623231,5.86347835576824,234.7312,58.1482090236716,294.6076,106.2847,513.804,0.2132,0.3199,58.0494136009484,17.3795862145439,166.124,47.9606657171344,100.169,52.195,285.303,0.2266,0.3314,58.7822936987221,8.76382160771111,26.74,53.6307183420453,20.951,11.392,49.923,0.1828,0.3961,55.8473503113315,9.47153327234121,305.483,50.5577499448728,176.262,126.71,560.198,0.2308,0.3227,62.9590974391711,4.3589572248021,340.508,60.2147373126761,159.876,95.085,527.622,0.2539,0.2939,52.2348473030441,21.7497650225372,30.473691645,40.8738907547509,15.266648822,4.923860751,44.335796487,0.22,0.3196,61.78470942947,6.66065968411404,23.767119584,57.6694401975543,86.860536641,51.688009335,72.712317787,0.1904,0.3752,49.5783383392424,11.1587010757355,258.2848,44.0460397656496,131.4933,74.5681,425.6017,0.1915,0.3619,60.4985165588003,2.9,75674.075,58.7537537537538,25012.3,34602.525,137216.9,0.1884,0.3249,58.9793324382166,5.3382739059696,3.841291,55.8308541247522,24.824347,2.567262,12.191327,0.216,0.3431,64.0162447701275,4.99430724710151,80.076920885,60.8190768182508,153.515068955,36.13848212,180.912972562,0.2083,0.3247,63.9166736456553,4.32879046549711,375.602,61.1498547710193,345.236,209.683,877.929,0.197,0.3508,70.3,4.8,37.483,67.0,17.57,14.683,60.793,0.1952,0.4333,58.9822908519604,9.17248319997177,30.95908,53.5721501326059,19.93091,8.012371,48.050764,0.2308,0.2952,65.1606619233423,6.74718545018729,548.936,60.7641512228048,551.22,307.958,1212.954,0.2592,0.303,52.724584942692,11.0748708563373,251.942,46.885405250749,98.351276697,124.902,423.161,0.2177,0.3454,62.8666666666667,4.4,12533.097,60.1333333333333,2451.903,3754.387,18054.052,0.2365,0.3182
