,Unnamed: 0,Dates,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,Pays,numero
2720,81,2010-Q1,152.595969728,4178.50700657832,4400.84558316354,5.05217855031822,80.059324002,37.544874736,89.681511093,Switzerland,23
2721,82,2010-Q2,153.85221158,4199.801092787129,4419.14041235208,4.96339330951944,80.366044077,37.715947459,88.10749602700001,Switzerland,23
2722,83,2010-Q3,154.745645525,4214.74845313248,4425.7489254847205,4.76756535232366,80.791632657,37.637999037,88.65669529600001,Switzerland,23
2723,84,2010-Q4,155.937886758,4237.34344750207,4433.7650789996505,4.43013168261729,81.028322923,38.42308883,94.067296544,Switzerland,23
2724,85,2011-Q1,156.943404584,4272.21395441535,4468.51888784832,4.39306486914032,81.049705238,38.963932738000004,99.11151178899999,Switzerland,23
2725,86,2011-Q2,157.663665961,4298.22563056632,4485.9451269205,4.18461419038902,81.398371483,38.461576829,94.477192808,Switzerland,23
2726,87,2011-Q3,157.072152959,4289.17155716084,4489.16674013766,4.45506247715541,81.589714181,38.320201919,90.05994870299999,Switzerland,23
2727,88,2011-Q4,157.273368792,4332.5888578574895,4540.36924509353,4.57628831532979,82.524811042,39.12827454,91.66884684700001,Switzerland,23
2728,89,2012-Q1,158.88854332100001,4335.20325920257,4527.20072668098,4.2409753635812,83.196220817,40.300920431,92.088125872,Switzerland,23
2729,90,2012-Q2,158.794967604,4346.29068511272,4543.10931672825,4.3322451187960604,83.23142109300001,40.087447327,93.10183231299999,Switzerland,23
2730,91,2012-Q3,159.909704935,4366.84868816952,4572.58014602754,4.49924225028065,83.407595754,40.392828981,96.551925459,Switzerland,23
2731,92,2012-Q4,159.77844551200002,4357.25736751519,4580.00981056324,4.86358004156006,83.952808705,40.664254678,97.684110366,Switzerland,23
2732,93,2013-Q1,160.483417168,4370.6528015023405,4591.1883245178005,4.8034519045485,84.542227016,40.535566976,98.719043662,Switzerland,23
2733,94,2013-Q2,161.87328958700002,4382.6415701552505,4605.0739755329205,4.83015922348851,85.298514428,40.821977125,122.091384018,Switzerland,23
2734,95,2013-Q3,163.126973544,4393.93130695746,4611.94249482319,4.727101175056901,85.637696748,40.550270755,107.730881133,Switzerland,23
2735,96,2013-Q4,163.697298394,4424.57432138495,4639.29520512608,4.62830827199532,85.882303684,41.111321185,103.599087168,Switzerland,23
2736,97,2014-Q1,164.74044364899999,4413.285589847779,4644.46003850893,4.9774235701113705,85.715528108,41.454207748,104.918451464,Switzerland,23
2737,98,2014-Q2,165.810675709,4458.015418948789,4691.85494329289,4.98394616138724,85.90614695100001,41.636933721999995,96.709395945,Switzerland,23
2738,99,2014-Q3,166.72848619299998,4467.9971475083,4697.26068031521,4.88079219805049,86.25637510799999,41.692676244,97.436777416,Switzerland,23
2739,100,2014-Q4,167.63989814200002,4536.80184369513,4749.02433788296,4.46875987758016,86.739265559,42.401143122,106.18853787399999,Switzerland,23
2740,101,2015-Q1,167.366859337,4535.02634394302,4744.5040816416995,4.41516613947559,87.413611206,42.017543559,103.22667803200001,Switzerland,23
2741,102,2015-Q2,168.525981014,4528.238880343039,4753.3379686402795,4.7356003251254695,88.051360574,42.726635085,100.614435115,Switzerland,23
2742,103,2015-Q3,169.594694196,4524.621263693879,4761.49917534883,4.97485986937285,88.763796451,42.876712914,106.478556917,Switzerland,23
2743,104,2015-Q4,170.30981333399998,4565.613512020061,4809.65877436919,5.07406603665218,88.84537233,42.963714572,111.030516481,Switzerland,23
2744,105,2016-Q1,171.068212496,4593.22068671048,4834.39689701771,4.98875486321806,89.12090428799999,43.706377858,105.08394622,Switzerland,23
2745,106,2016-Q2,171.857712871,4591.34552844275,4830.032389066129,4.94172381045933,89.52818502299999,44.027297219,111.718013134,Switzerland,23
2746,107,2016-Q3,172.841268548,4598.0634171386,4837.30938280724,4.945847923619951,89.72287583299999,43.689669461,111.135812234,Switzerland,23
2747,108,2016-Q4,173.44612608900002,4635.07036770817,4868.56133110891,4.795892410942679,90.360029414,44.136116045,121.08406053600001,Switzerland,23
2748,109,2017-Q1,173.758799523,4627.7799257426395,4867.48215287998,4.92456304119191,90.499429671,44.886563721,105.614260315,Switzerland,23
2749,110,2017-Q2,174.232187769,4633.13347186313,4861.880056142971,4.70489978441208,90.62440997799999,45.210983776999996,112.859354757,Switzerland,23
2750,111,2017-Q3,175.362851087,4632.25661159062,4867.2805610713,4.82865013700708,90.954899792,45.762256111000006,113.509635029,Switzerland,23
2751,112,2017-Q4,177.24740331299998,4653.72999080361,4884.75722990574,4.72955416673973,91.006172983,45.991840999,116.52804750899999,Switzerland,23
2752,113,2018-Q1,179.218948013,4659.0254062165,4898.21426556037,4.88318489915034,91.22209954200001,46.25044182,118.67943323700001,Switzerland,23
2753,114,2018-Q2,180.97903206200002,4660.11030999842,4901.80690674966,4.93076535549434,91.30514958200001,46.238569898,115.471687174,Switzerland,23
2754,115,2018-Q3,180.670737285,4691.68127413428,4900.616407788039,4.26344598858467,91.53949962799999,45.46046109899999,115.470887409,Switzerland,23
2755,116,2018-Q4,181.00926752700002,4690.28300965081,4925.46241990193,4.77476813752258,91.784036477,45.381471651999995,114.030277321,Switzerland,23
2756,117,2019-Q1,181.30168783,4686.53552575913,4914.5797798025,4.64015774004853,92.205008998,46.075269909,111.45483833600001,Switzerland,23
2757,118,2019-Q2,181.982786757,4709.80548608546,4930.017821302999,4.4667655006436,92.748902101,45.799598239,115.15081591100001,Switzerland,23
2758,119,2019-Q3,182.942613789,4700.3389624806105,4917.39268420754,4.41400017582505,92.77032438,45.793982675,120.00527084,Switzerland,23
2759,120,2019-Q4,183.694421682,4726.42002567481,4926.30971468697,4.05759484459989,93.19107638,47.830266606,116.388165828,Switzerland,23
2760,1,1990-Q1,,,,,,,,Slovak Republic,24
